longitude,latitude,loss_year,canopy_pct,lc_class
-48.853678801084634,-2.0766205007735934,2013,98,2
-57.78416838797352,-9.251124781902199,2022,99,2
-51.423134427522584,-9.446612192413852,2021,22,9
-59.1533327136098,-9.402215631632204,2014,41,9
-56.56928497224838,-11.360368826638059,2021,100,2
-50.34114656543147,-4.222575530040677,2006,96,9
-55.00426253204523,-1.420882050133124,2016,100,2
-55.76230206881336,-4.254379562695128,2016,49,8
-48.24887620757951,-4.667533693561476,2007,99,9
-52.28957452039657,-5.710930851767368,2020,100,2
-52.42198331378583,-7.1371370007068,2015,99,2
-51.834223966290764,-11.517479751232692,2019,84,2
-53.91911630439016,-11.09538321869276,2022,100,2
-50.57292357748656,-4.905397371175462,2008,96,9
-51.37030966813561,-11.4046776738321,2021,61,9
-54.94267697853822,-8.10435810288616,2007,100,2
-51.57451448712283,-11.629851190888543,2014,82,9
-59.95020756350426,-6.790304445396273,2017,100,2
-57.605697063888194,-10.347400141750015,2021,100,2
-49.634620117273634,-2.627338147381458,2017,99,2
-51.70825563758751,-9.04020230193948,2012,94,8
-50.59761345944292,-3.2817658831899017,2022,100,8
-55.130518880427694,-7.1204345218111005,2020,100,2
-49.49085936147647,-11.481315791596325,2004,49,9
-59.23323887128127,-10.526918565986636,2003,99,10
-50.96082859825174,-4.703697454573805,2010,100,2
-51.969446940100795,-11.735489954123734,2017,48,9
-59.09427636219929,-10.192931043634962,2021,100,8
-53.61284510859606,-6.559746970338022,2021,99,8
-48.63709384035688,-2.02838792993638,2019,90,8
-54.31076029741999,-11.000943927220103,2021,100,2
-51.45546338988265,-9.16590318316499,2015,93,9
-48.1285818247483,-6.0523978640488085,2022,55,9
-56.679970464328946,-6.6986718127877145,2015,100,2
-57.746666194160504,-6.019204738771051,2017,100,2
-56.628636286898825,-11.605572616674143,2003,99,10
-54.976746734866914,-3.0799202117198425,2016,99,2
-50.57823972172166,-3.265753545284488,2016,100,2
-53.63512675787441,-10.884103304644091,2022,100,2
-48.68536679223914,-8.627174391941475,2001,54,9
-50.15031179372487,-8.380271167862338,2017,81,9
-56.249527431325234,-9.275249736303651,2006,100,2
-55.068921334216746,-7.606648302732613,2020,100,8
-57.359908989366126,-9.670942532151654,2003,52,9
-49.67807612134497,-7.133083174101618,2003,34,9
-55.615799124858206,-11.280285528018494,2004,30,8
-58.630433522871456,-10.757481655752004,2012,82,9
-51.46576823730202,-9.111057777863609,2017,99,8
-51.084758534852135,-3.6213516322149157,2001,99,2
-56.94193057358486,-3.421030397355073,2013,99,2
-51.87825161487678,-3.8084169022750975,2021,99,2
-52.50421082729321,-3.6671907383901123,2010,99,8
-59.11321917625291,-9.109898557968336,2004,99,2
-55.27505702175384,-6.668017295605565,2006,98,2
-51.98733810489598,-8.134233983512901,2017,96,2
-50.172220932113035,-5.834556291996308,2018,90,2
-57.42920785281488,-9.327571935745887,2003,100,2
-48.88482241852822,-8.42725442425013,2001,41,9
-54.845297071166605,-11.643490680050698,2003,25,10
-59.66979169348577,-9.397549677395492,2010,100,10
-59.73529357627273,-3.429773822029935,2015,100,9
-48.80434207963118,-10.154281163175868,2017,78,9
-49.443196734353904,-3.9398888306145206,2010,100,2
-48.31292630191869,-4.8723816506846696,2021,68,9
-51.424366420237185,-3.0856012936549084,2017,52,9
-51.59393427771899,-5.691310716022864,2002,96,2
-55.49767506579594,-7.04202628995892,2012,91,9
-51.99400916561331,-11.473412844045582,2008,90,9
-59.23936768353599,-11.468029230808986,2007,100,4
-48.27671851531223,-4.287480675642729,2021,96,2
-54.85378264506571,-7.815331491751725,2012,100,2
-52.911048453058996,-3.0560905280499653,2021,100,2
-51.019274284974514,-3.2205876984392843,2019,99,8
-55.385963292698854,-11.711915335577874,2017,30,12
-57.02844125306598,-9.792590387121201,2021,100,2
-52.97521322680093,-5.968739612364581,2002,100,2
-48.05284828179703,-10.012972343974582,2006,67,9
-55.55715043723701,-9.91369791245948,2001,99,2
-58.107901746257575,-2.1964991451543328,2023,78,2
-50.57017810383977,-4.902478883348992,2005,85,2
-54.466266568125846,-2.8319501486935383,2019,100,2
-51.65811724929545,-3.1094747810863623,2005,39,9
-54.84061568755516,-2.64613158671952,2019,97,10
-56.387184207452464,-6.499819353795944,2011,100,2
-51.005711408953864,-3.361274521332629,2014,100,8
-57.16199304754178,-9.361413353691166,2006,68,8
-53.79667456553673,-1.2680478239874005,2019,94,2
-52.70555548164117,-6.653159970247423,2007,96,2
-57.88220984234697,-3.7824276965933374,2010,39,2
-57.491314541339726,-10.787193676942875,2010,98,2
-54.74755848622965,-8.539919596837663,2022,100,2
-55.726645909400204,-11.497582401791291,2006,96,2
-58.18152938848994,-10.380582153276382,2008,99,2
-57.78774566473721,-10.461843622480577,2005,47,9
-56.836599639285566,-3.1676689786871655,2014,79,2
-57.66723391429609,-5.873103372154108,2021,100,2
-50.62551288012728,-6.62886577286599,2016,99,2
-51.301309364477056,-11.551410214742793,2017,73,9
-59.21157877630058,-10.268992652924597,2008,96,9
-59.38199743304997,-4.036463547699619,2015,81,2
-52.216046879117144,-3.6078457278530776,2015,100,2
-52.31846183804441,-3.8200558656020056,2022,99,2
-51.88365998374505,-6.4927008491691725,2004,70,9
-52.23299373278002,-6.247616378746644,2002,96,2
-48.73077512919512,-1.0283713677763078,2022,75,9
-49.03628143721367,-3.915647690441498,2022,95,2
-48.96060540484888,-9.730488864215065,2007,77,9
-50.12333095692024,-3.624838256324785,2015,99,2
-57.104833658217935,-3.002509017658844,2017,27,8
-54.935309104250635,-3.120207310305239,2021,38,10
-51.83468603703981,-8.717419332269147,2017,98,2
-56.17667036982444,-4.8540631495847135,2013,100,2
-53.289253485976765,-6.398316138321021,2019,100,2
-51.58366439954685,-3.176890825840142,2004,99,9
-56.130066652847894,-6.616425712307873,2012,100,2
-51.940202804530514,-3.092920592314059,2016,45,9
-54.972098304915654,-2.7084060305526,2004,98,4
-50.15357869637507,-3.8749017730590496,2020,100,8
-56.241961594295894,-11.377913903307686,2002,79,9
-55.543970169993976,-10.055967925440216,2011,45,9
-56.89864864013333,-10.371342420473317,2002,100,2
-48.5453511245269,-9.526440997007647,2016,29,9
-51.19130657308273,-3.6115577351192685,2019,95,8
-49.22756232233187,-11.072293123094452,2016,52,10
-54.119031186705016,-1.4082778766391837,2007,59,9
-50.26778903759377,-7.36639797477993,2002,22,9
-51.63599469466617,-3.6981212183412224,2008,100,2
-49.85940484429125,-7.666297184248206,2005,53,9
-54.343829087275246,-11.33994943337724,2022,22,9
-52.80164340842945,-11.061528415020742,2003,83,9
-49.29194399022482,-7.2839411097160776,2007,76,9
-48.19629149902158,-2.71476954542673,2022,11,2
-48.33413810864897,-1.531617656297581,2023,99,2
-48.935434817770734,-3.9878707149825945,2016,100,2
-49.68693054833289,-7.909503159667159,2018,93,9
-50.85642488014277,-7.989989142889743,2004,86,2
-58.420627131445634,-6.496269582880601,2005,100,2
-55.37347644956034,-7.626282276670966,2012,100,2
-51.71465798586594,-9.99332988695262,2020,96,2
-55.765171157167565,-4.83768303728424,2019,99,2
-52.33107735076143,-11.122085005451163,2010,78,9
-48.233564130037365,-7.5055621371807675,2018,0,10
-54.501421341424475,-3.682591379790038,2014,100,2
-49.48639609710258,-7.680077419498323,2017,82,9
-55.19483601380753,-7.493932448251254,2018,100,2
-56.41343516465418,-10.130531954587278,2020,2,10
-50.50255272516209,-3.6151637977341666,2006,63,2
-51.24458110872041,-9.394437113885264,2001,74,2
-59.78771566767295,-7.292596697894917,2013,100,2
-54.16967771456383,-4.051577916583358,2011,100,2
-51.08816022243287,-8.713832310221864,2004,97,2
-48.85014673809366,-2.096901627970537,2018,96,2
-49.01540452306567,-11.804011340743237,2015,37,10
-48.017335205126315,-2.9741811945721603,2010,100,2
-56.781219243841186,-3.0193582493649207,2016,98,2
-59.660325916114815,-9.376782393398965,2015,100,2
-50.58326125119871,-10.42897711156813,2017,40,9
-54.10334553693157,-11.341556591504352,2018,98,2
-48.973632863025124,-4.216285878984022,2021,19,9
-52.67796859850612,-6.80449901918636,2020,100,2
-58.27779798009054,-3.4362935181739127,2016,99,2
-54.83434818939005,-7.794945689764732,2015,100,2
-50.546299016938846,-9.699548067464473,2017,91,2
-51.28264806357342,-8.586686382596508,2009,95,2
-58.85887429718457,-11.165633243067404,2001,99,2
-49.90640466685038,-7.569730370315697,2007,99,9
-52.23129179909781,-2.9297483725455167,2002,58,9
-52.70787753140008,-10.233146165779026,2017,100,2
-50.65998863523746,-2.1834209593484193,2017,98,8
-55.61819224491013,-4.508451909612039,2002,100,2
-56.50371997834012,-6.986298110377371,2019,85,2
-49.604142289967406,-3.0923712606421527,2016,100,2
-51.02428849243364,-6.430957642311523,2017,100,2
-51.66815911855805,-3.1032859605630856,2017,98,8
-49.85002831784895,-9.89516445275997,2017,26,9
-50.38482784722596,-9.28515943768192,2023,10,9
-48.709584624509866,-8.975127780153104,2017,18,9
-48.88347846513522,-7.039839107068751,2003,85,9
-57.43234679611836,-9.856741053295023,2002,88,2
-57.87614537513548,-9.577829714381048,2007,100,2
-50.043783138648266,-11.309127692133387,2012,65,9
-49.94196009827348,-2.3705336712549094,2013,98,2
-51.83704144393128,-9.602854215811552,2012,93,8
-57.982507184602504,-9.356243587272447,2005,58,9
-51.80125631563426,-9.666245594292196,2019,94,2
-50.10815412105323,-3.4151992980424626,2006,100,2
-51.91752295297977,-8.246967882350297,2022,65,2
-55.40004914628203,-4.064770156693182,2001,79,2
-50.6825483966652,-4.464219742868192,2010,89,8
-48.10314377957009,-2.627080727609949,2016,89,8
-55.50851812094437,-8.080490086279994,2015,99,2
-53.45001709694458,-5.654875038592128,2021,98,2
-53.648926176298,-3.779808726634733,2018,75,9
-54.00616409177663,-10.150957828893345,2012,100,8
-48.70413499280925,-4.710745525971388,2010,98,8
-49.224687761971644,-4.37652333687158,2007,95,9
-56.40285832766522,-11.163021480075916,2007,91,2
-49.52908079952627,-4.5697329947726395,2011,98,8
-50.94267654406038,-9.946588174500846,2002,94,2
-52.64427262245013,-7.020270067326627,2008,99,9
-48.27142037303551,-7.694307409051622,2010,31,9
-49.319027797427985,-11.513528369601689,2015,78,9
-51.71951092922338,-11.628714862220265,2007,86,8
-53.29407681303696,-9.717303161051804,2017,97,2
-48.5881026049514,-7.3636637060132095,2017,16,9
-48.135317393035955,-2.005138459976969,2013,89,8
-50.51921483956053,-3.952493354652011,2018,97,2
-59.27423616582459,-7.041697273727048,2022,100,4
-49.90424991785589,-5.844564590159967,2001,84,9
-54.89356901988364,-3.1365360462014427,2016,92,2
-49.56525367701277,-8.424560391736753,2017,92,2
-49.065537751744394,-2.9817375849157823,2013,100,8
-55.64708751300336,-9.792250782646724,2020,98,2
-58.323215245630166,-10.062415902495566,2017,100,2
-48.068513379722404,-2.3557953902055213,2016,96,2
-55.984593774210595,-3.9648206395870007,2021,100,2
-51.36630296055716,-9.0404026463426,2011,98,2
-49.98527038749158,-3.6021786762680863,2017,99,2
-51.344631479003155,-6.359316011046506,2019,18,9
-58.608002826722334,-10.580842680903336,2005,99,2
-51.109919571999605,-6.528642972803757,2017,77,9
-53.533652283880464,-3.8193525221832876,2020,91,8
-56.06735802409477,-3.1420346799051364,2006,100,2
-50.332917617912386,-8.100057933408438,2001,82,9
-51.64109612370036,-2.658617609153227,2022,99,2
-49.63710038522222,-4.393359039634435,2023,98,2
-51.27754673095202,-3.30436696637246,2009,100,2
-59.47422805291395,-9.95696891214957,2020,100,2
-49.74133295258267,-5.982338070148405,2001,49,9
-53.239765268591064,-6.146254984267134,2010,100,2
-51.609726403826706,-9.426548668325726,2022,22,9
-51.93689363564223,-5.903398699133653,2018,99,10
-57.64930275290133,-5.82305940991666,2008,99,9
-49.55972424694197,-7.488895666926909,2016,85,9
-51.754410820763454,-10.651375197427708,2002,52,9
-50.883682858901885,-8.853225631175928,2005,86,2
-50.4691485032031,-3.967613604903655,2004,100,8
-55.95569670099261,-11.382982645960412,2005,100,4
-51.3237778049541,-5.520247927961389,2011,85,10
-54.14455178265432,-11.411950419484507,2012,99,2
-49.91088472541412,-3.9497979709045383,2012,100,2
-55.22073021240895,-8.512125968105044,2004,100,2
-51.932242702773344,-6.3378960884093445,2010,69,9
-48.13157489115036,-2.5567642225664517,2016,99,2
-48.94733133233071,-4.597643993300895,2023,27,9
-50.07216850434645,-3.1434536553678223,2004,100,2
-49.980766261112,-3.773285138209129,2012,100,2
-49.30589949948444,-3.9979571964867264,2021,57,9
-58.1821129796251,-10.507431306603445,2018,98,2
-49.016573543466116,-2.90696049754866,2002,91,9
-59.67719814255235,-6.731444943591813,2022,100,2
-53.2591195087159,-6.471943016234264,2014,99,2
-59.273945392959554,-3.6424811954198058,2014,63,8
-54.600641339281985,-9.013375215075802,2011,92,2
-58.83478216959269,-10.735927400324066,2018,27,8
-49.524940839838365,-7.289525193663891,2001,36,9
-57.40219129111961,-11.419714061650575,2002,62,9
-48.82013711854375,-6.586037680847427,2016,71,9
-49.05649112618652,-5.967852783935687,2001,97,9
-57.76951070957697,-10.11676482292628,2022,100,2
-52.373180447017454,-6.453763063636255,2006,99,2
-54.374712784674344,-3.3136510246836397,2016,100,2
-54.02743215610431,-2.6788890714941163,2022,100,2
-59.46470316102826,-6.793397220239396,2023,78,2
-51.67723984633057,-8.762303063034752,2003,99,2
-49.91538992236628,-8.342823202309233,2022,41,10
-50.956626781647266,-8.328754747245235,2004,99,2
-50.80809346907474,-8.863284574546864,2005,99,2
-48.03274263845111,-1.8326027977762493,2001,89,8
-56.227605294453795,-10.857223330299858,2003,95,2
-56.316545994486205,-10.289881300733834,2022,0,2
-49.991432523629776,-9.629282769644023,2017,78,8
-53.7314209139139,-10.369581544528234,2022,100,2
-49.00503998896593,-4.758782791782384,2009,79,9
-49.64340735065659,-6.1397886337822065,2004,73,9
-54.29151580558059,-2.542834682751085,2016,98,2
-50.068687169266376,-6.4899559803963305,2003,83,2
-51.273883484084976,-3.559800695003068,2001,84,9
-53.362670020932406,-5.9450514720867496,2022,100,2
-49.09542496541447,-8.946340736014767,2023,12,9
-51.45559672199501,-9.583697495141644,2019,96,9
-52.2157946979632,-3.58656789158875,2014,99,8
-54.220542632163145,-2.013069233475392,2018,62,9
-51.29139442455192,-6.205896679152572,2010,48,9
-55.04019865165048,-8.537977471873551,2012,99,2
-50.59235495708179,-3.4637618745558783,2020,99,2
-55.307899491776126,-7.575460707307882,2018,100,9
-52.407873931391286,-10.86657186076532,2017,93,2
-50.14603098845947,-9.17052929229776,2007,57,9
-50.64714979766436,-9.844091855912618,2001,21,9
-48.28247064135895,-4.491021191597732,2007,38,9
-53.68196209494531,-6.1114553552031845,2014,97,2
-58.67484138245223,-9.75286215391493,2001,100,2
-57.26262881825348,-11.363177578707356,2001,75,9
-58.00704347972706,-5.938523109970074,2020,100,2
-48.586744508195636,-5.511752775633639,2013,47,9
-55.04962699351158,-4.250346499619979,2014,99,2
-52.847776318220674,-6.43067280710699,2019,100,2
-55.09693588358716,-11.68165363534131,2003,98,2
-51.51998589418608,-3.113823744368926,2005,98,2
-48.505022633747494,-5.297863660590864,2019,16,9
-54.035124324552235,-9.934809881688642,2016,97,2
-54.77756102356769,-1.659455511477679,2009,70,8
-50.85704698532489,-3.23460494287992,2022,100,2
-53.47068664268648,-10.612086052066791,2021,79,2
-58.00328953672809,-10.547766492425845,2010,99,8
-56.62969483978311,-10.544634161808606,2003,52,2
-58.701153983409,-9.80622269471484,2005,100,2
-51.248132905867706,-3.8903130329318074,2014,100,8
-49.55511477040049,-3.521578365039763,2005,49,9
-48.347388671555045,-2.301243214757846,2011,87,8
-49.824966033371645,-6.429849598083097,2016,41,9
-51.67999660021678,-3.7130528215626093,2018,99,2
-51.74094004007677,-12.044793002873055,2003,76,10
-57.22273521948913,-10.361860063390363,2004,100,2
-54.74080361055238,-8.51566917578584,2022,100,4
-48.580777393996634,-11.135672637198512,2019,0,9
-57.11324896644998,-8.152111009631136,2012,78,2
-54.734163657209486,-9.579044114185201,2004,82,10
-49.12038811530661,-3.097116769181587,2022,35,2
-52.62887683179021,-6.522486564691423,2006,100,2
-49.99381361911925,-2.264329907044158,2016,98,2
-59.84760597018917,-3.335930792200307,2012,100,2
-50.86011497389186,-4.034574571526146,2023,99,8
-50.65363561789732,-10.839184804254042,2007,86,9
-54.172705468136655,-1.0821416129089192,2023,100,2
-56.023603701957676,-1.4486175172178126,2004,100,2
-56.69535465223127,-2.714751843544369,2017,91,17
-48.801131880717634,-10.6780787569237,2007,25,9
-51.44722958555222,-3.4337004706871297,2021,100,8
-54.512692951710704,-9.758090039910353,2010,91,2
-48.01104470600383,-2.054129173769979,2016,55,10
-48.536911495172085,-5.6760851521730205,2022,0,9
-48.47625934994345,-4.600323880633934,2008,99,8
-51.58207285177121,-9.766509015639242,2003,98,4
-57.635610908286594,-11.012696504251615,2017,40,9
-51.89514330425095,-10.806899623298895,2002,37,9
-50.75477709572273,-3.663142941325219,2021,100,2
-58.342448410288085,-9.64550960752571,2001,98,2
-52.215521484944695,-10.075518445408296,2007,38,8
-52.4058511748026,-6.556679776186042,2008,99,2
-59.64718352989108,-4.518551385556606,2016,100,2
-48.040493897439205,-3.333563805892141,2021,26,2
-57.54078959545047,-9.264898105812868,2014,99,2
-49.124830591718734,-10.005609125382879,2016,45,9
-59.16729201675238,-10.265169316540067,2003,57,2
-52.1600842155261,-10.771697094350339,2001,92,2
-54.34449575229367,-2.838472639031596,2021,94,8
-51.46672733498992,-9.354400176790946,2018,5,9
-51.716896736838756,-6.169543528055687,2017,96,2
-50.398559105198366,-9.121785095767986,2023,13,9
-52.97030464405003,-3.0988708265284504,2003,100,2
-52.19695793049017,-10.219066978453043,2023,87,2
-52.14800589837691,-3.339890043756225,2012,98,8
-51.295522773564514,-8.500381017237714,2017,91,2
-54.505093431164525,-2.178015414475353,2016,79,9
-53.904903071132246,-11.882031460535416,2021,100,2
-49.23920391710251,-2.6285525633615774,2011,98,8
-48.19815083050831,-1.907075728502374,2002,99,2
-55.92944571459129,-4.443972346493745,2006,100,2
-53.578710441116364,-4.12013225774823,2018,99,2
-48.098864679931026,-9.174902880050874,2004,25,9
-49.19190022653826,-4.934468759812257,2003,60,9
-49.864407205452686,-3.22949596934292,2017,54,2
-56.60596704861142,-3.216861118856686,2016,100,2
-50.26960919053187,-7.353525315022481,2006,97,2
-59.55427341681553,-7.267015829242333,2016,100,2
-48.722149645157344,-6.955561126563625,2021,31,9
-53.270248475230254,-9.981372822078912,2022,99,2
-48.95652261258909,-5.473923682178809,2005,98,8
-54.13148583374297,-10.347035374741171,2008,85,8
-54.151858281260886,-11.135450116156083,2013,100,2
-56.74024561782549,-6.622994427702951,2016,100,2
-54.907942620002174,-12.018497295447128,2019,100,2
-48.041727735882915,-8.95477424972407,2018,72,10
